#START7777
#             TM   L_VIS  R_VIS  L_RVR  R_RVR  CH_MIN    TA     TD     HM     PS     PA     RN  예비1  예비2   WD02   WD02   WD02   WS02   WS02   WS02   WD10   WD10   WD10   WS10   WS10   WS10
#    YYYYMMDDHHMI                                  m   0.1C   0.1C      % 0.1hPa 0.1hPa  0.1mm                  deg    MAX    MIN 0.1m/s    MAX    MIN    deg    MAX    MIN 0.1m/s    MAX    MIN
 182 202407100140  10000 -99999   2000 -99999  21100    286    225     70  10032  10005      0 -99999 -99999    220    260    210    101    170     45    210    250    190    100    173     45
  92 202407100141   1400 -99999   2000 -99999    300    220    217     98  10037   9961      1 -99999 -99999     80    100     50     12     17      5     70    110     30     11     17      4
 110 202407100141  10000 -99999   2000 -99999   8200    235    233     99  10020   9999      3 -99999 -99999    100    120     80     17     26     10     90    110     60     27     49     10
 113 202407100141  10000 -99999   2000 -99999   1100    236    218     90  10017  10010      1 -99999 -99999     80    100     60     22     31     15     60     60    360     23     49     13
 151 202407100141  10000 -99999   2000 -99999   1100    230    228     99  10054  10044     20 -99999 -99999    330    330    320     19     21     15    320    350    310     10     21      4
 163 202407100141  10000 -99999   2000 -99999   1300    265    245     89  10008   9994      1 -99999 -99999    210    220    190     77    104     57    200    220    170     65    104     35
 167 202407100141  10000 -99999   2000 -99999   1300    261    243     90  10033  10023      0 -99999 -99999    190    220    180     53     69     31    190    210    160     59     86     31
 182 202407100141  10000 -99999   2000 -99999  21100    287    226     70  10032  10005      0 -99999 -99999    220    260    210    114    170     45    210    250    190    104    173     45
  92 202407100142   1600 -99999   2000 -99999    300    219    217     98  10037   9961      1 -99999 -99999     70     90     50     14     18      9     70    110     30     11     18      4
 151 202407100142  10000 -99999   2000 -99999   1100    230    228     99  10054  10044     20 -99999 -99999    330    340    330     19     21     16    320    350    310     11     21      4
 163 202407100142  10000 -99999   2000 -99999   1300    265    245     89  10009   9995      1 -99999 -99999    210    220    190     77    106     57    200    220    170     68    106     35
 110 202407100142  10000 -99999   2000 -99999   8200    235    233     99  10020  10000      3 -99999 -99999     90    110     80     14     20     10     90    110     60     25     49     10
 113 202407100142  10000 -99999   2000 -99999   1100    236    218     89  10017  10009      1 -99999 -99999     90    100     70     25     32     15     60     60    360     24     49     13
 167 202407100142  10000 -99999   2000 -99999   1300    261    243     90  10033  10022      0 -99999 -99999    190    210    180     50     69     34    190    210    160     58     86     31
 182 202407100142  10000 -99999   2000 -99999  21300    287    226     70  10032  10004      0 -99999 -99999    220    250    210    121    162     65    210    250    190    106    173     45
  92 202407100143   1600 -99999   2000 -99999    300    219    217     98  10037   9961      1 -99999 -99999     70    100     50     13     18      9     70    110     30     11     18      4
 151 202407100143  10000 -99999   2000 -99999   1100    231    228     99  10054  10044     20 -99999 -99999    340    340    330     19     22     16    320    350    310     13     22      4
 163 202407100143  10000 -99999   2000 -99999   1300    265    245     88  10008   9994      1 -99999 -99999    210    220    190     87    123     56    200    220    170     70    123     35
 167 202407100143  10000 -99999   2000 -99999   1300    260    243     91  10033  10022      0 -99999 -99999    190    210    180     42     63     31    180    210    160     56     86     31
 110 202407100143  10000 -99999   2000 -99999  20700    235    233     99  10021  10000      3 -99999 -99999     90    110     80     15     20     10     90    110     60     23     48     10
 113 202407100143  10000 -99999   2000 -99999   1100    237    218     89  10017  10009      1 -99999 -99999     90    110     70     27     37     19     60     60    360     24     49     13
 182 202407100143  10000 -99999   2000 -99999  21300    287    226     70  10032  10005      0 -99999 -99999    230    250    210    108    145     65    210    250    190    104    170     45
  92 202407100144   1600 -99999   2000 -99999    300    219    216     98  10037   9961      1 -99999 -99999     80    100     60     12     17      9     70    110     30     11     18      4
 151 202407100144  10000 -99999   2000 -99999   1100    231    229     99  10054  10044     20 -99999 -99999    340    350    330     20     23     13    330    350    310     14     23      6
 163 202407100144  10000 -99999   2000 -99999   1300    266    244     88  10009   9995      1 -99999 -99999    210    220    200     91    123     56    200    220    180     75    123     35
 167 202407100144  10000 -99999   2000 -99999   1300    260    243     91  10033  10022      0 -99999 -99999    200    210    180     40     54     31    190    210    160     54     86     31
 110 202407100144  10000 -99999   2000 -99999  20700    235    233     99  10021  10001      3 -99999 -99999     90    110     80     15     19     10     90    110     70     20     35     10
 113 202407100144  10000 -99999   2000 -99999   1100    237    218     89  10016  10008      1 -99999 -99999    100    130     80     29     39     20     70     70    360     25     49     13
 182 202407100144  10000 -99999   2000 -99999  21300    287    227     70  10033  10006      0 -99999 -99999    220    240    210    101    140     64    210    250    190    103    170     45
  92 202407100145   1800 -99999   2000 -99999    300    219    216     98  10037   9961      2 -99999 -99999     80    100     60     12     15      7     70    110     30     11     18      4
 110 202407100145  10000 -99999   2000 -99999  20700    235    234     99  10022  10001      3 -99999 -99999    100    110     70     14     17     10     90    110     60     19     35     10
 113 202407100145  10000 -99999   2000 -99999   1100    238    218     89  10015  10007      1 -99999 -99999    110    130     90     32     44     22     80    120     40     25     44     13
 151 202407100145  10000 -99999   2000 -99999   1100    231    229     99  10054  10044     20 -99999 -99999    340    350    330     21     24     13    320    350    310     15     24      7
 163 202407100145  10000 -99999   2000 -99999   1300    266    245     88  10009   9995      1 -99999 -99999    210    230    190     83    118     55    200    220    180     76    123     35
 167 202407100145  10000 -99999   2000 -99999   1300    260    243     91  10033  10022      0 -99999 -99999    190    210    170     42     62     26    190    210    160     51     86     26
 182 202407100145  10000 -99999   2000 -99999  21300    286    227     70  10032  10005      0 -99999 -99999    220    240    210     95    144     63    210    250    190    101    170     45
  92 202407100146   2000 -99999   2000 -99999    300    219    216     98  10036   9961      3 -99999 -99999     80    100     60     12     17      6     70    110     30     11     18      4
 151 202407100146  10000 -99999   2000 -99999   1100    231    229     99  10053  10043     20 -99999 -99999    340    340    330     22     25     19    320    340    310     17     25      7
 163 202407100146  10000 -99999   2000 -99999   1300    265    245     89  10009   9995      1 -99999 -99999    210    230    190     74    103     44    200    220    180     78    123     37
 167 202407100146  10000 -99999   2000 -99999   1400    260    243     91  10032  10022      0 -99999 -99999    190    210    170     48     69     26    190    210    160     51     86     26
 110 202407100146  10000 -99999   2000 -99999  20700    235    234    100  10022  10001      3 -99999 -99999     80    110     70     16     24     11     90    110     60     17     33     10
 113 202407100146  10000 -99999   2000 -99999   1100    239    219     89  10014  10007      1 -99999 -99999    110    130     30     32     44      9     80    120     20     26     44      9
 182 202407100146  10000 -99999   2000 -99999  21300    286    227     71  10032  10005      0 -99999 -99999    220    240    200     96    166     63    210    250    190    103    170     45
  92 202407100147   2000 -99999   2000 -99999    300    219    216     98  10036   9960      3 -99999 -99999     80    100     70     13     17      6     70    100     30     12     18      5
 110 202407100147  10000 -99999   2000 -99999  20700    235    234    100  10022  10001      3 -99999 -99999     70     90     60     18     24     11     90    110     50     17     27     10
 113 202407100147  10000 -99999   2000 -99999   1100    239    218     88  10014  10006      1 -99999 -99999    100    130     30     29     42      9     80    120     20     26     44      9
 151 202407100147  10000 -99999   2000 -99999   1100    230    228     99  10053  10043     20 -99999 -99999    330    340    320     21     25     14    320    340    310     18     25      7
 167 202407100147  10000 -99999   2000 -99999   1400    260    244     91  10032  10021      0 -99999 -99999    190    200    170     51     69     32    180    210    160     49     86     26
 163 202407100147   6469 -99999   2000 -99999   1300    265    245     89  10008   9994      1 -99999 -99999    210    230    200     76    108     44    200    220    180     79    123     43
 182 202407100147  10000 -99999   2000 -99999  21300    286    228     71  10032  10005      0 -99999 -99999    230    250    200     95    166     48    210    250    190    101    170     45
  92 202407100148   1800 -99999   2000 -99999    300    219    216     98  10036   9960      4 -99999 -99999     80    100     70     13     15     11     70    100     30     12     18      5
 110 202407100148  10000 -99999   2000 -99999   9800    234    234    100  10022  10001      3 -99999 -99999     70     90     60     19     21     14     80    110     50     17     26     10
 113 202407100148  10000 -99999   2000 -99999   1100    239    218     88  10013  10005      1 -99999 -99999    100    110     80     26     37     17     90    120     20     26     44      9
 151 202407100148  10000 -99999   2000 -99999   1100    231    228     99  10053  10043     20 -99999 -99999    320    340    310     16     23     10    320    340    300     18     25      9
 163 202407100148   6990 -99999   2000 -99999   1400    264    245     89  10009   9995      1 -99999 -99999    210    230    200     75    108     41    200    220    180     79    123     41
 167 202407100148  10000 -99999   2000 -99999   1400    260    244     91  10032  10021      0 -99999 -99999    190    200    150     48     68     32    180    210    140     48     69     26
 182 202407100148  10000 -99999   2000 -99999  21300    285    228     71  10031  10004      0 -99999 -99999    230    250    200     94    160     48    210    250    190    102    170     45
  92 202407100149   1800 -99999   2000 -99999    300    219    216     99  10036   9960      4 -99999 -99999     80     90     60     12     15      9     70    100     40     13     18      5
 110 202407100149  10000 -99999   2000 -99999   9800    234    234    100  10021  10001      3 -99999 -99999     70     80     60     20     25     16     80    110     50     17     26     10
 113 202407100149  10000 -99999   2000 -99999   1100    239    218     88  10013  10005      1 -99999 -99999     90    110     70     26     33     17     90    120     20     27     44      9
 151 202407100149  10000 -99999   2000 -99999   1100    231    229     99  10052  10042     20 -99999 -99999    320    330    310     11     15      8    320    340    300     18     25      8
 163 202407100149  10000 -99999   2000 -99999   1400    264    245     90  10009   9995      1 -99999 -99999    210    220    190     67     98     41    200    220    180     78    123     41
 167 202407100149  10000 -99999   2000 -99999   1400    260    245     92  10032  10022      0 -99999 -99999    190    220    150     49     74     33    180    210    140     47     74     26
 182 202407100149  10000 -99999   2000 -99999  21300    285    228     72  10032  10004      0 -99999 -99999    220    240    200     96    160     55    220    250    190    101    170     45
  92 202407100150   1600 -99999   2000 -99999    300    219    217     99  10036   9960      5 -99999 -99999     80    120     60     12     16      9     70    110     40     13     18      6
 163 202407100150  10000 -99999   2000 -99999   1400    263    245     90  10008   9994      1 -99999 -99999    210    220    190     66     95     41    200    220    180     76    123     41
 110 202407100150  10000 -99999   2000 -99999   9800    234    234    100  10020  10000      3 -99999 -99999     80    100     60     22     30     16     70    100     50     17     30     10
 113 202407100150  10000 -99999   2000 -99999   1100    238    218     89  10013  10005      1 -99999 -99999     90    110     70     26     33     19     90    120     20     28     44      9
 151 202407100150  10000 -99999   2000 -99999   1100    231    229     99  10052  10042     20 -99999 -99999    320    330    310     11     14      8    320    340    300     17     25      8
 167 202407100150  10000 -99999   2000 -99999   1400    260    245     91  10033  10022      0 -99999 -99999    200    220    190     54     74     33    180    210    140     48     74     26
 182 202407100150  10000 -99999   2000 -99999  21300    285    229     72  10031  10004      0 -99999 -99999    230    260    210     84    133     50    220    250    190     99    166     48
  92 202407100151   1800 -99999   2000 -99999    300    219    217     99  10036   9960      6 -99999 -99999     90    120     70     13     16     10     70    110     40     13     18      6
 151 202407100151  10000 -99999   2000 -99999   1100    231    229     99  10052  10042     20 -99999 -99999    330    340    310     14     20      8    320    340    300     17     25      8
 163 202407100151  10000 -99999   2000 -99999   1400    264    245     90  10008   9994      1 -99999 -99999    210    220    190     74    103     41    200    220    180     78    123     41
 167 202407100151  10000 -99999   2000 -99999   1300    260    245     91  10032  10022      0 -99999 -99999    190    210    170     55     65     42    180    210    140     48     74     26
 110 202407100151  10000 -99999   2000 -99999   9800    234    234    100  10020   9999      3 -99999 -99999     90    100     70     25     30     17     70    100     50     19     30     10
 113 202407100151  10000 -99999   2000 -99999   1700    238    218     89  10012  10004      1 -99999 -99999     90    110     70     26     35     19     90    120     20     28     44      9
 182 202407100151  10000 -99999   2000 -99999  21300    284    229     72  10032  10004      0 -99999 -99999    230    260    210     87    142     50    220    250    190     96    166     48
  92 202407100152   2400 -99999   2000 -99999    300    218    216     99  10036   9960      7 -99999 -99999     80    100     70     12     16      9     70    110     50     12     17      6
 110 202407100152  10000 -99999   2000 -99999   9800    234    234    100  10018   9998      3 -99999 -99999     90    100     80     25     28     21     70    100     50     20     30     10
 151 202407100152  10000 -99999   2000 -99999   1100    231    229     99  10052  10042     20 -99999 -99999    330    340    320     19     23     13    320    340    300     17     25      8
 182 202407100152  10000 -99999   2000 -99999  21300    285    229     72  10031  10004      0 -99999 -99999    220    240    210    112    165     57    220    250    190     97    166     48
 113 202407100152  10000 -99999   2000 -99999   1700    238    218     89  10012  10004      1 -99999 -99999     80    110     70     28     39     21     90    120     20     28     44      9
 163 202407100152  10000 -99999   2000 -99999   1400    264    245     89  10007   9993      1 -99999 -99999    210    220    200     84    118     55    200    220    180     78    123     41
 167 202407100152  10000 -99999   2000 -99999   1300    260    244     91  10033  10022      0 -99999 -99999    190    200    170     49     68     25    180    210    140     48     74     25
  92 202407100153   2200 -99999   2000 -99999    300    218    216     99  10036   9960      7 -99999 -99999     80     90     70     11     14      9     70    110     50     12     17      6
 110 202407100153  10000 -99999   2000 -99999   1200    234    234    100  10017   9997      3 -99999 -99999     90    100     80     27     34     21     70    100     50     21     34     10
 113 202407100153  10000 -99999   2000 -99999   1700    238    218     89  10012  10004      1 -99999 -99999     90    110     70     33     50     22     90    120     20     29     50      9
 163 202407100153  10000 -99999   2000 -99999   1400    264    245     89  10008   9994      1 -99999 -99999    210    230    200     89    118     63    200    220    180     78    118     41
 182 202407100153  10000 -99999   2000 -99999  21300    285    229     72  10031  10004      0 -99999 -99999    220    240    210    104    165     61    210    250    190     95    166     48
 151 202407100153  10000 -99999   2000 -99999   1000    231    229     99  10052  10042     20 -99999 -99999    330    340    320     20     23     16    320    340    300     17     25      8
 167 202407100153  10000 -99999   2000 -99999   1300    260    245     92  10032  10022      0 -99999 -99999    180    200    160     46     68     25    180    210    140     48     74     25
  92 202407100154   2000 -99999   2000 -99999    300    218    216     99  10035   9960      8 -99999 -99999     80    100     70     13     16     10     70    110     50     13     17      6
 167 202407100154  10000 -99999   2000 -99999   1300    259    245     92  10032  10021      0 -99999 -99999    180    220    160     41     64     24    180    210    140     48     74     24
 110 202407100154  10000 -99999   2000 -99999   1200    234    234    100  10017   9996      3 -99999 -99999     90    100     80     29     34     22     70    100     50     22     34     11
 113 202407100154  10000 -99999   2000 -99999   1700    238    218     89  10011  10003      1 -99999 -99999     90    100     70     35     50     26     80    120     20     30     50      9
 151 202407100154  10000 -99999   2000 -99999   1000    231    229     99  10051  10042     20 -99999 -99999    340    350    320     17     23     13    320    340    300     17     25      8
 163 202407100154  10000 -99999   2000 -99999   1400    264    244     89  10008   9994      1 -99999 -99999    210    230    200     88    109     58    200    220    180     77    118     41
 182 202407100154  10000 -99999   2000 -99999  21300    285    230     72  10031  10004      0 -99999 -99999    230    250    210     83    126     52    220    250    190     94    166     48
  92 202407100155   2400 -99999   2000 -99999    300    218    216     99  10035   9959      9 -99999 -99999     80    100     70     14     17     11     70    110     60     13     17      6
 110 202407100155  10000 -99999   2000 -99999   1200    234    234    100  10016   9996      3 -99999 -99999     90    110     80     31     39     19     80    100     50     24     39     11
 113 202407100155  10000 -99999   2000 -99999   1700    238    218     89  10011  10003      1 -99999 -99999     80    100     60     33     45     21     80    120     20     29     50      9
 163 202407100155  10000 -99999   2000 -99999   1400    264    244     89  10008   9994      1 -99999 -99999    210    240    190     88    129     58    200    230    180     79    129     41
 151 202407100155  10000 -99999   2000 -99999   1000    231    229     99  10051  10042     20 -99999 -99999    340    350    330     16     17     13    320    340    300     16     25      8
 167 202407100155  10000 -99999   2000 -99999   1300    259    245     92  10031  10021      0 -99999 -99999    200    220    170     37     54     24    180    210    140     48     74     24
 182 202407100155  10000 -99999   2000 -99999  21300    285    230     72  10031  10004      0 -99999 -99999    230    250    210    102    166     52    220    250    190     97    166     48
  92 202407100156   2200 -99999   2000 -99999    300    218    216     99  10034   9959      9 -99999 -99999     80     90     60     12     17      8     70    110     50     13     17      8
 151 202407100156  10000 -99999   2000 -99999   1000    231    229     99  10051  10041     20 -99999 -99999    340    350    330     16     17     14    320    340    300     16     23      8
 163 202407100156  10000 -99999   2000 -99999   1400    264    244     89  10007   9993      1 -99999 -99999    210    240    190     95    135     64    200    230    180     82    135     41
 167 202407100156  10000 -99999   2000 -99999   1300    259    245     92  10031  10020      0 -99999 -99999    190    220    170     44     65     26    180    210    140     47     74     24
 110 202407100156  10000 -99999   2000 -99999   1200    234    234    100  10017   9996      3 -99999 -99999    100    110     90     32     39     19     80    100     50     25     39     14
 113 202407100156  10000 -99999   2000 -99999   1700    239    220     89  10010  10002      1 -99999 -99999     80    100     30     29     40     15     80    100     20     29     50     15
 182 202407100156  10000 -99999   2000 -99999  21300    285    230     73  10031  10004      0 -99999 -99999    220    240    210    114    166     75    220    250    190     97    166     48
  92 202407100157   1600 -99999   2000 -99999    300    218    216     99  10034   9958     10 -99999 -99999     80    100     60     12     16      8     70    110     50     13     17      8
 151 202407100157  10000 -99999   2000 -99999   1000    231    229     99  10051  10041     20 -99999 -99999    340    340    330     14     17     10    320    340    300     15     23      8
 163 202407100157  10000 -99999   2000 -99999   1400    264    244     89  10008   9994      1 -99999 -99999    210    220    200     94    135     66    200    230    180     82    135     41
 110 202407100157  10000 -99999   2000 -99999   1200    234    234    100  10017   9996      3 -99999 -99999    100    120     90     32     41     25     80    110     50     27     41     16
 113 202407100157  10000 -99999   2000 -99999   1700    239    219     88  10009  10001      1 -99999 -99999     80    100     30     27     39     15     80    100     20     29     50     15
 167 202407100157  10000 -99999   2000 -99999   1300    260    245     91  10031  10021      0 -99999 -99999    190    220    170     63     92     41    180    210    140     50     92     24
 182 202407100157  10000 -99999   2000 -99999  21300    285    231     73  10031  10003      0 -99999 -99999    220    240    210    105    149     76    220    250    190     99    166     50
  92 202407100158   1400 -99999   2000 -99999    300    218    216     99  10034   9958     10 -99999 -99999     80    100     70     13     16      9     70    110     50     13     17      8
 151 202407100158  10000 -99999   2000 -99999   1000    231    229     99  10051  10041     20 -99999 -99999    340    350    330     12     15      9    320    340    300     15     23      8
 167 202407100158  10000 -99999   2000 -99999   1300    261    245     90  10031  10020      0 -99999 -99999    200    220    170     73     99     47    180    210    150     52     99     24
 163 202407100158  10000 -99999   2000 -99999   1400    264    244     89  10008   9994      1 -99999 -99999    210    230    200     87    117     61    200    230    180     84    135     41
 110 202407100158  10000 -99999   2000 -99999   1200    234    233    100  10017   9996      3 -99999 -99999    100    120     90     32     41     26     80    110     50     28     41     16
 113 202407100158  10000 -99999   2000 -99999   1700    239    219     89  10008  10000      1 -99999 -99999     80     90     60     29     41     18     70    100     20     29     50     15
 182 202407100158  10000 -99999   2000 -99999  21200    285    231     73  10031  10004      0 -99999 -99999    220    240    210    103    161     61    220    250    200     99    166     50
  92 202407100159   1400 -99999   2000 -99999    300    218    216     99  10033   9958     10 -99999 -99999     80     90     70     13     16      9     70    110     50     13     17      8
 163 202407100159  10000 -99999   2000 -99999   1400    264    244     89  10007   9992      1 -99999 -99999    210    230    200     85    109     60    200    230    180     86    135     41
 110 202407100159  10000 -99999   2000 -99999   1200    234    233    100  10017   9996      3 -99999 -99999    100    130     90     32     43     21     90    120     60     29     43     17
 113 202407100159  10000 -99999   2000 -99999   1700    238    219     89  10006   9998      1 -99999 -99999     80     90     40     31     44     23     70    100     20     30     50     15
 151 202407100159  10000 -99999   2000 -99999   1000    231    229     99  10051  10041     20 -99999 -99999    340    360    330     10     13      5    320    350    300     15     23      5
 167 202407100159  10000 -99999   2000 -99999   1300    262    244     90  10032  10021      0 -99999 -99999    210    220    190     72     99     47    190    210    150     54     99     24
 182 202407100159  10000 -99999   2000 -99999  21200    285    231     72  10030  10003      0 -99999 -99999    220    240    200    111    161     61    210    250    190    102    166     50
 151 202407100200  10000 -99999   2000 -99999   1000    231    229     99  10051  10041     20 -99999 -99999    330    360    300      7     10      4    320    350    290     14     23      4
  92 202407100200   1600 -99999   2000 -99999    300    218    216     99  10033   9958     11 -99999 -99999     90    110     70     10     14      6     70    100     50     12     17      6
 110 202407100200  10000 -99999   2000 -99999   1200    234    233     99  10017   9996      3 -99999 -99999    110    140     90     34     43     21     90    130     70     30     43     19
 113 202407100200  10000 -99999   2000 -99999   1700    239    219     88  10005   9997      1 -99999 -99999     80    100     40     34     44     25     70    100     20     31     50     15
 163 202407100200  10000 -99999   2000 -99999   1400    263    244     89  10008   9994      1 -99999 -99999    220    230    200     90    126     60    200    230    190     89    135     55
 167 202407100200  10000 -99999   2000 -99999   1300    263    244     90  10031  10021      0 -99999 -99999    210    230    170     75    105     27    190    220    150     57    105     24
 182 202407100200  10000 -99999   2000 -99999  21200    285    231     73  10029  10002      0 -99999 -99999    220    260    200    112    153     57    210    250    190    105    166     52
  92 202407100201   1800 -99999   2000 -99999    300    218    216     99  10033   9957     11 -99999 -99999    100    130     80      9     13      4     70    120     50     12     17      4
 110 202407100201  10000 -99999   2000 -99999   1200    235    233     98  10016   9996      3 -99999 -99999    110    140     90     33     42     21     90    130     70     31     43     19
 113 202407100201  10000 -99999   2000 -99999   1700    238    218     88  10003   9995      1 -99999 -99999     90    110     70     43     68     31     70    100     20     33     68     15
 151 202407100201  10000 -99999   2000 -99999   1000    231    229     99  10051  10041     20 -99999 -99999    320    340    280      5      7      4    320    350    270     13     23      4
 163 202407100201  10000 -99999   2000 -99999   1400    263    244     89  10008   9994      1 -99999 -99999    210    230    200     90    126     60    200    230    190     89    135     58
 167 202407100201  10000 -99999   2000 -99999   1300    263    245     90  10031  10020      0 -99999 -99999    200    230    170     71    105     27    190    220    150     58    105     24
 182 202407100201  10000 -99999   2000 -99999  21200    285    231     73  10029  10002      0 -99999 -99999    220    260    200    106    153     57    210    250    190    106    166     52
  92 202407100202   1200 -99999   2000 -99999    300    218    216     99  10033   9958     12 -99999 -99999    110    140     80      9     13      4     80    130     50     12     17      4
 110 202407100202  10000 -99999   2000 -99999   1200    235    232     98  10016   9996      3 -99999 -99999    110    120     90     38     56     27     90    130     70     33     56     19
 113 202407100202  10000 -99999   2000 -99999   1700    238    218     89  10002   9994      1 -99999 -99999    100    110     80     49     68     38     80    100     20     35     68     15
 151 202407100202  10000 -99999   2000 -99999   1000    231    229     99  10051  10041     20 -99999 -99999    310    330      0      4      7      2    330    350      0     11     23      2
 163 202407100202  10000 -99999   2000 -99999   1400    263    244     89  10007   9993      1 -99999 -99999    210    230    200     92    127     60    200    230    190     91    135     58
 167 202407100202  10000 -99999   2000 -99999   1300    263    245     90  10031  10020      0 -99999 -99999    190    200    170     62     93     45    190    220    150     59    105     24
 182 202407100202  10000 -99999   2000 -99999  21200    285    231     73  10029  10002      0 -99999 -99999    220    240    210     96    153     58    210    250    190    102    166     52
  92 202407100203   1200 -99999   2000 -99999    300    218    216     99  10033   9958     12 -99999 -99999    120    150     80     10     14      7     80    140     50     11     17      4
 110 202407100203  10000 -99999   2000 -99999   1200    236    232     98  10017   9996      3 -99999 -99999    110    120    100     43     56     29     90    130     70     34     56     19
 113 202407100203  10000 -99999   2000 -99999   1700    238    219     89  10001   9993      1 -99999 -99999    100    120     70     49     65     33     80    110     20     37     68     15
 151 202407100203  10000 -99999   2000 -99999   1000    231    229     99  10050  10041     20 -99999 -99999    320    360      0      3      5      2    330    350      0     10     17      2
 163 202407100203  10000 -99999   2000 -99999   1400    263    244     89  10007   9993      1 -99999 -99999    210    230    190     98    132     61    200    230    180     91    135     58
 167 202407100203  10000 -99999   2000 -99999   1300    262    245     90  10031  10020      0 -99999 -99999    190    200    180     56     72     41    190    220    160     60    105     24
 182 202407100203  10000 -99999   2000 -99999  21200    285    232     73  10028  10001      0 -99999 -99999    220    240    210     85    117     58    210    250    190    102    166     52
  92 202407100204   2000 -99999   2000 -99999    300    218    216     99  10033   9958     12 -99999 -99999    130    150    110     12     16      8     90    140     50     11     17      4
 110 202407100204  10000 -99999   2000 -99999   1200    236    232     98  10017   9997      3 -99999 -99999    110    120    100     40     49     30    100    130     80     35     56     19
 167 202407100204  10000 -99999   2000 -99999   1300    262    245     90  10031  10020      0 -99999 -99999    190    210    170     59     88     41    190    220    160     62    105     26
 113 202407100204  10000 -99999   2000 -99999   1700    238    219     89  10001   9993      1 -99999 -99999    100    120     70     47     65     32     80    110     20     38     68     15
 151 202407100204  10000 -99999   2000 -99999   1000    231    229     99  10050  10041     20 -99999 -99999    360     10      0      2      4      1    330    360      0      8     17      1
 163 202407100204  10000 -99999   2000 -99999   1400    263    243     89  10006   9992      1 -99999 -99999    210    230    190     97    132     63    200    230    180     92    135     60
 182 202407100204  10000 -99999   2000 -99999  21200    285    232     73  10029  10002      0 -99999 -99999    220    240    210     95    152     60    210    250    190    104    166     57
  92 202407100205   2000 -99999   2000 -99999    300    218    216     99  10033   9958     12 -99999 -99999    130    140    110     14     19     11     90    140     50     11     19      4
 163 202407100205  10000 -99999   2000 -99999   1400    262    243     89  10007   9993      1 -99999 -99999    210    230    200     98    139     63    200    220    180     93    139     60
 110 202407100205  10000 -99999   2000 -99999   1200    236    233     98  10018   9997      3 -99999 -99999    110    120    100     34     42     24    100    130     80     35     56     21
 113 202407100205  10000 -99999   2000 -99999   1700    238    219     89  10002   9995      1 -99999 -99999    110    120     90     49     74     32     80    110     20     40     74     15
 151 202407100205  10000 -99999   2000 -99999   1000    231    229     99  10050  10040     20 -99999 -99999     20     20      0      3      5      1    330    360      0      7     17      1
 167 202407100205  10000 -99999   2000 -99999   1300    263    245     90  10031  10020      0 -99999 -99999    190    220    170     67     88     42    190    220    160     66    105     27
 182 202407100205  10000 -99999   2000 -99999  21200    285    232     73  10029  10001      0 -99999 -99999    220    240    200     99    152     63    210    250    190    101    161     57
  92 202407100206   2000 -99999   2000 -99999    300    218    216     99  10033   9958     13 -99999 -99999    120    130    110     13     19      6    100    140     60     11     19      4
 110 202407100206  10000 -99999   2000 -99999   1200    236    233     98  10018   9998      3 -99999 -99999    110    140     90     30     42     17    100    130     80     35     56     17
 113 202407100206  10000 -99999   2000 -99999   1700    239    218     88  10005   9997      1 -99999 -99999    110    140     50     48     74     28     90    130     30     41     74     18
 151 202407100206  10000 -99999   2000 -99999   1000    231    229     99  10050  10040     20 -99999 -99999    350     10    350      4      6      2    330    360    340      6     15      1
 167 202407100206  10000 -99999   2000 -99999   1400    263    245     90  10031  10020      0 -99999 -99999    200    220    180     80    104     55    190    220    160     69    105     27
 163 202407100206  10000 -99999   2000 -99999   1400    262    243     89  10007   9993      1 -99999 -99999    210    230    200     94    139     63    200    220    180     92    139     60
 182 202407100206  10000 -99999   2000 -99999  21200    285    233     74  10028  10001      0 -99999 -99999    220    240    200    101    172     62    210    250    190    102    172     57
  92 202407100207   1800 -99999   2000 -99999    300    218    216     99  10033   9957     13 -99999 -99999    120    130    110     12     14      6    100    140     60     11     19      4
 151 202407100207  10000 -99999   2000 -99999   1000    231    229     99  10050  10040     20 -99999 -99999    330     10    300      6      8      3    320    360      0      5     13      1
 163 202407100207  10000 -99999   2000 -99999   1400    262    243     90  10007   9992      1 -99999 -99999    210    230    200     90    128     66    200    220    180     92    139     60
 167 202407100207  10000 -99999   2000 -99999   1400    264    245     89  10031  10020      0 -99999 -99999    200    220    180     75    104     42    190    220    170     68    105     27
 110 202407100207  10000 -99999   2000 -99999   1200    236    233     98  10019   9998      3 -99999 -99999    120    140     90     28     39     17    100    130     80     34     56     17
 113 202407100207  10000 -99999   2000 -99999   1700    239    218     88  10007   9999      1 -99999 -99999    100    140     50     37     62     20     90    130     30     42     74     20
 182 202407100207  10000 -99999   2000 -99999  21200    285    233     74  10029  10002      0 -99999 -99999    220    240    200    103    172     62    210    250    190    101    172     57
  92 202407100208   1600 -99999   2000 -99999    300    218    216     99  10033   9957     13 -99999 -99999    120    130    110     12     14     10    110    140     60     11     19      4
 110 202407100208  10000 -99999   2000 -99999   1200    236    233     98  10019   9998      3 -99999 -99999    120    130    100     27     34     20    100    130     80     34     56     17
 167 202407100208  10000 -99999   2000 -99999   1400    264    244     89  10030  10020      0 -99999 -99999    200    210    180     56     92     36    190    220    170     66    105     27
 113 202407100208  10000 -99999   2000 -99999   1700    239    218     88  10009  10001      1 -99999 -99999    100    130     70     32     54     16     90    130     30     42     74     16
