#START7777
#             TM   L_VIS  R_VIS  L_RVR  R_RVR  CH_MIN    TA     TD     HM     PS     PA     RN  예비1  예비2   WD02   WD02   WD02   WS02   WS02   WS02   WD10   WD10   WD10   WS10   WS10   WS10
#    YYYYMMDDHHMI                                  m   0.1C   0.1C      % 0.1hPa 0.1hPa  0.1mm                  deg    MAX    MIN 0.1m/s    MAX    MIN    deg    MAX    MIN 0.1m/s    MAX    MIN
 182 202407100126  10000 -99999   2000 -99999  20800    286    227     70  10035  10008      0 -99999 -99999    220    240    200    104    173     57    220    240    190     96    173     51
  92 202407100127   2000 -99999   2000 -99999    300    220    217     98  10040   9964      0 -99999 -99999     70     90     60     17     21     11     60     90     30     16     21      9
 167 202407100127  10000 -99999   2000 -99999   1200    261    243     90  10039  10028      0 -99999 -99999    210    220    180     61     90     41    190    220    160     51     90     24
 151 202407100127  10000 -99999   2000 -99999   1300    230    227     98  10057  10048     20 -99999 -99999     10     10    360     11     13      9    330    360    330     12     17      7
 163 202407100127  10000 -99999   2000 -99999   1300    260    245     91  10009   9995      1 -99999 -99999    190    200    180     68     92     44    180    200    160     68    108     40
 110 202407100127  10000 -99999   2000 -99999   2800    235    234    100  10012   9991      3 -99999 -99999    100    110     80     45     52     33     80    100     50     45     63     24
 113 202407100127  10000 -99999   2000 -99999   1100    242    217     86  10020  10012      1 -99999 -99999     70     90     30     24     33     13     60     60    360     27     51      9
 182 202407100127  10000 -99999   2000 -99999  20900    287    226     70  10034  10007      0 -99999 -99999    220    240    200    113    173     57    220    240    190     94    173     51
  92 202407100128   2000 -99999   2000 -99999    300    220    217     98  10040   9964      0 -99999 -99999     70     90     60     19     21     12     60     90     30     16     21      9
 151 202407100128  10000 -99999   2000 -99999   1300    230    227     98  10057  10047     20 -99999 -99999     10     10    360     10     12      9    340    360    340     12     17      7
 163 202407100128  10000 -99999   2000 -99999   1300    260    245     92  10009   9995      1 -99999 -99999    190    200    170     62     91     42    180    200    160     66    108     40
 110 202407100128  10000 -99999   2000 -99999   3300    235    234    100  10013   9992      3 -99999 -99999     90    110     80     41     52     27     80    100     50     45     63     24
 113 202407100128  10000 -99999   2000 -99999   1100    241    217     86  10021  10013      1 -99999 -99999     70     90     40     26     33     17     60     60    360     27     51      9
 167 202407100128  10000 -99999   2000 -99999   1200    261    243     90  10038  10027      0 -99999 -99999    200    220    180     60     90     40    190    220    160     51     90     24
 182 202407100128  10000 -99999   2000 -99999  20900    286    226     70  10035  10007      0 -99999 -99999    220    250    200     91    147     46    220    240    190     94    173     46
  92 202407100129   1800 -99999   2000 -99999    300    220    217     98  10040   9964      0 -99999 -99999     70    100     60     16     21      5     60     90     30     16     21      5
 110 202407100129  10000 -99999   2000 -99999   3300    235    234    100  10013   9993      3 -99999 -99999     90    110     80     38     48     27     80    100     60     45     63     27
 113 202407100129  10000 -99999   2000 -99999   1100    241    217     87  10021  10013      1 -99999 -99999     70    100     40     25     41     14     60     60    360     27     51      9
 151 202407100129  10000 -99999   2000 -99999   1300    230    227     98  10056  10047     20 -99999 -99999     10     10    360     10     12      8    340    360    340     12     17      7
 163 202407100129  10000 -99999   2000 -99999   1300    260    245     92  10009   9995      1 -99999 -99999    190    220    170     57     80     37    180    210    160     66    108     37
 167 202407100129  10000 -99999   2000 -99999   1200    261    243     90  10037  10026      0 -99999 -99999    190    210    180     62     77     40    190    220    160     54     90     24
 182 202407100129  10000 -99999   2000 -99999  20900    286    226     70  10034  10007      0 -99999 -99999    230    250    210     94    161     46    220    240    190     97    173     46
  92 202407100130   1800 -99999   2000 -99999    300    220    217     98  10040   9964      0 -99999 -99999     80    100     60     14     21      5     60    100     30     16     21      5
 110 202407100130  10000 -99999   2000 -99999   3300    235    234    100  10014   9993      3 -99999 -99999    100    110     90     37     48     26     80    110     60     43     62     26
 151 202407100130  10000 -99999   2000 -99999   1300    230    227     98  10056  10046     20 -99999 -99999     10     10    360      9     12      7    340    360    340     11     17      7
 113 202407100130  10000 -99999   2000 -99999   1100    241    217     87  10020  10012      1 -99999 -99999     90    140     50     26     41     14     60     60    360     27     51      9
 182 202407100130  10000 -99999   2000 -99999  20900    286    226     70  10034  10007      0 -99999 -99999    230    240    210     97    161     60    220    240    190     97    173     46
 163 202407100130  10000 -99999   2000 -99999   1300    260    246     92  10009   9995      1 -99999 -99999    200    220    180     57     80     37    180    210    160     64    103     37
 167 202407100130  10000 -99999   2000 -99999   1200    260    243     90  10037  10026      0 -99999 -99999    200    210    180     62     77     43    190    210    160     56     90     28
  92 202407100131   2000 -99999   2000 -99999    300    220    217     98  10040   9964      0 -99999 -99999     80    100     50     13     18      7     60    100     30     16     21      5
 110 202407100131  10000 -99999   2000 -99999   3300    235    235    100  10013   9993      3 -99999 -99999    100    120     70     32     42     21     90    110     60     42     62     21
 113 202407100131  10000 -99999   2000 -99999   1100    241    218     87  10020  10012      1 -99999 -99999    100    140     60     25     39     14     60     60    360     26     51      9
 151 202407100131  10000 -99999   2000 -99999   1300    230    227     98  10056  10046     20 -99999 -99999     10     10    360      8     10      6    350    360    350     10     15      6
 163 202407100131  10000 -99999   2000 -99999   1300    260    246     92  10008   9994      1 -99999 -99999    200    210    180     58     74     42    180    210    160     64    103     37
 167 202407100131  10000 -99999   2000 -99999   1200    261    242     90  10037  10026      0 -99999 -99999    200    210    190     57     82     42    190    210    160     58     90     31
 182 202407100131  10000 -99999   2000 -99999  20900    286    226     70  10033  10006      0 -99999 -99999    220    240    200     87    133     55    220    240    190     96    173     46
  92 202407100132   1800 -99999   2000 -99999    300    220    217     98  10040   9964      0 -99999 -99999     70     90     50     12     15      8     60    100     30     15     21      5
 151 202407100132  10000 -99999   2000 -99999   1300    230    227     98  10056  10047     20 -99999 -99999    350     10    350      8      9      6    350    360    340     10     14      6
 163 202407100132  10000 -99999   2000 -99999   1300    260    246     92  10008   9994      1 -99999 -99999    200    210    180     61     93     36    180    210    160     63    103     36
 167 202407100132  10000 -99999   2000 -99999   1200    261    242     89  10037  10026      0 -99999 -99999    200    210    190     60     82     42    190    210    170     59     90     38
 110 202407100132  10000 -99999   2000 -99999   3300    235    235    100  10013   9993      3 -99999 -99999     90    120     60     30     45     21     90    110     60     40     61     21
 113 202407100132  10000 -99999   2000 -99999   1100    240    217     87  10019  10011      1 -99999 -99999     90    130     60     23     35     14     70     70    360     26     51      9
 182 202407100132  10000 -99999   2000 -99999  20900    286    226     70  10033  10006      0 -99999 -99999    220    250    200     91    138     51    210    240    190     96    173     46
  92 202407100133   2000 -99999   2000 -99999    300    220    217     98  10039   9964      0 -99999 -99999     80     90     60     13     16      8     60    100     30     15     21      5
 110 202407100133  10000 -99999   2000 -99999   3400    235    234    100  10014   9993      3 -99999 -99999     90    100     60     35     49     21     90    110     60     39     61     21
 113 202407100133  10000 -99999   2000 -99999   1100    240    217     87  10019  10011      1 -99999 -99999     80    110     60     25     35     15     60     60    360     25     51      9
 151 202407100133  10000 -99999   2000 -99999   1200    230    227     98  10057  10047     20 -99999 -99999    340    350    320      7      9      4    350    360    350      9     14      4
 163 202407100133  10000 -99999   2000 -99999   1300    260    246     92  10008   9993      1 -99999 -99999    200    210    180     62     93     36    180    210    160     63    103     36
 167 202407100133  10000 -99999   2000 -99999   1200    261    242     89  10037  10026      0 -99999 -99999    200    220    190     59     85     41    190    210    170     60     90     40
 182 202407100133  10000 -99999   2000 -99999  20900    286    226     70  10033  10005      0 -99999 -99999    220    250    200    106    173     51    210    240    190     99    173     46
  92 202407100134   1800 -99999   2000 -99999    300    220    217     98  10039   9963      0 -99999 -99999     80    110     60     13     16      9     70    100     40     15     21      5
 110 202407100134  10000 -99999   2000 -99999   3400    235    234     99  10015   9994      3 -99999 -99999     90    110     70     39     49     27     80    110     60     39     61     21
 113 202407100134  10000 -99999   2000 -99999   1100    240    218     88  10018  10010      1 -99999 -99999     70     80     50     23     31     14     60     60    360     25     51      9
 167 202407100134  10000 -99999   2000 -99999   1200    261    242     89  10036  10025      0 -99999 -99999    200    220    180     60     85     41    190    210    170     61     90     40
 151 202407100134  10000 -99999   2000 -99999   1200    230    227     99  10056  10047     20 -99999 -99999    330    350    320      6      7      4    350    360    350      9     14      4
 163 202407100134  10000 -99999   2000 -99999   1300    260    245     92  10008   9994      1 -99999 -99999    200    210    180     57     82     35    190    210    160     62    103     35
 182 202407100134  10000 -99999   2000 -99999  20900    286    226     70  10032  10005      0 -99999 -99999    220    240    200    116    173     59    210    240    190    100    173     46
  92 202407100135   2000 -99999   2000 -99999    300    220    217     98  10039   9963      0 -99999 -99999     80    110     60     11     15      8     70    100     40     14     21      5
 163 202407100135  10000 -99999   2000 -99999   1300    260    245     92  10009   9995      1 -99999 -99999    200    210    180     57     78     35    190    210    160     60     93     35
 110 202407100135  10000 -99999   2000 -99999   3400    235    234     99  10016   9995      3 -99999 -99999    100    110     70     33     48     23     90    110     60     37     52     21
 113 202407100135  10000 -99999   2000 -99999   1100    240    219     88  10018  10010      1 -99999 -99999     50     50     10     25     49     14     60     60    360     25     49     13
 151 202407100135  10000 -99999   2000 -99999   1200    230    228     99  10056  10047     20 -99999 -99999    330    340    320      7     11      4    350    360    350      9     13      4
 167 202407100135  10000 -99999   2000 -99999   1200    262    242     89  10036  10025      0 -99999 -99999    190    200    180     63     82     47    190    210    170     61     90     40
 182 202407100135  10000 -99999   2000 -99999  20900    287    225     70  10032  10005      0 -99999 -99999    220    240    200    110    153     75    210    240    190    102    173     46
 163 202407100136  10000 -99999   2000 -99999   1300    260    245     91  10009   9995      1 -99999 -99999    210    220    180     59     78     35    190    210    160     59     93     35
 167 202407100136  10000 -99999   2000 -99999   1200    262    242     89  10036  10025      0 -99999 -99999    190    200    170     63     82     45    190    210    170     61     90     40
  92 202407100136   1800 -99999   2000 -99999    300    220    217     98  10038   9963      0 -99999 -99999     70     90     60     10     13      7     70    100     40     13     21      5
 110 202407100136  10000 -99999   2000 -99999   3400    235    233     99  10018   9997      3 -99999 -99999    100    110     90     30     35     23     90    110     60     35     52     21
 113 202407100136  10000 -99999   2000 -99999   1100    240    219     88  10018  10010      1 -99999 -99999     50     50     10     27     49     14     60     60    360     25     49     14
 151 202407100136  10000 -99999   2000 -99999   1200    230    228     99  10056  10046     20 -99999 -99999    340    360    330      8     11      6    340    360    340      8     12      4
 182 202407100136  10000 -99999   2000 -99999  20900    286    226     70  10033  10006      0 -99999 -99999    220    240    200     99    146     58    210    240    190     98    173     46
  92 202407100137   1800 -99999   2000 -99999    300    220    217     98  10038   9962      0 -99999 -99999     80    120     60      9     12      4     70    110     40     12     21      4
 110 202407100137  10000 -99999   2000 -99999   3400    235    233     99  10019   9998      3 -99999 -99999    100    120     90     26     35     16     90    110     60     33     49     16
 113 202407100137  10000 -99999   2000 -99999   1100    238    218     89  10018  10010      1 -99999 -99999     60     80     50     25     29     19     60     60    360     25     49     14
 151 202407100137  10000 -99999   2000 -99999   1200    230    228     99  10056  10046     20 -99999 -99999    340    360    320      9     10      7    340    360    340      8     12      4
 163 202407100137  10000 -99999   2000 -99999   1300    261    245     91  10010   9996      1 -99999 -99999    210    230    180     59     91     35    190    220    160     59     93     35
 167 202407100137  10000 -99999   2000 -99999   1200    262    243     89  10036  10025      0 -99999 -99999    190    220    170     61     81     45    190    210    160     60     85     40
 182 202407100137  10000 -99999   2000 -99999  21100    286    225     70  10033  10006      0 -99999 -99999    220    240    200     95    145     58    210    240    190     99    173     46
  92 202407100138   1600 -99999   2000 -99999    300    220    217     98  10038   9962      0 -99999 -99999     90    120     60      9     12      4     70    110     40     12     21      4
 110 202407100138  10000 -99999   2000 -99999   8200    235    233     99  10020   9999      3 -99999 -99999    100    120     90     22     33     15     90    110     60     31     49     15
 113 202407100138  10000 -99999   2000 -99999   1100    238    219     89  10018  10010      1 -99999 -99999     70     90     50     24     29     14     60     60    360     25     49     14
 151 202407100138  10000 -99999   2000 -99999   1100    230    228     99  10055  10045     20 -99999 -99999    330    350    320      9     10      7    340    360    340      8     12      4
 163 202407100138  10000 -99999   2000 -99999   1300    261    245     91  10010   9996      1 -99999 -99999    210    230    200     65     91     37    190    220    170     60     93     35
 167 202407100138  10000 -99999   2000 -99999   1200    262    242     89  10035  10024      0 -99999 -99999    200    220    170     64     86     47    190    210    160     62     86     41
 182 202407100138  10000 -99999   2000 -99999  21100    286    225     70  10032  10005      0 -99999 -99999    220    240    200     95    145     54    210    240    190     99    173     51
  92 202407100139   1600 -99999   2000 -99999    300    220    217     98  10038   9962      1 -99999 -99999     80    110     40      9     12      7     70    110     30     11     18      4
 163 202407100139  10000 -99999   2000 -99999   1300    262    246     91  10010   9995      1 -99999 -99999    210    230    200     73    101     43    200    220    170     62    101     35
 167 202407100139  10000 -99999   2000 -99999   1200    262    243     89  10034  10024      0 -99999 -99999    200    210    190     60     86     39    190    210    160     60     86     39
 110 202407100139  10000 -99999   2000 -99999   8200    235    233     99  10020  10000      3 -99999 -99999    100    120     80     21     27     14     90    110     60     30     49     14
 113 202407100139  10000 -99999   2000 -99999   1100    237    219     89  10018  10010      1 -99999 -99999     70     90     50     21     29     13     60     60    360     24     49     13
 151 202407100139  10000 -99999   2000 -99999   1100    230    228     99  10055  10045     20 -99999 -99999    330    340    320     10     16      7    330    360    330      8     16      4
 182 202407100139  10000 -99999   2000 -99999  21100    286    225     69  10032  10004      0 -99999 -99999    220    240    200     95    145     54    210    240    190     99    173     51
  92 202407100140   1600 -99999   2000 -99999    300    220    217     98  10037   9962      1 -99999 -99999     70    100     40      9     14      5     70    110     30     11     16      4
 163 202407100140  10000 -99999   2000 -99999   1300    264    245     89  10008   9994      1 -99999 -99999    210    230    190     81    104     50    200    220    170     65    104     35
 110 202407100140  10000 -99999   2000 -99999   8200    235    233     99  10020  10000      3 -99999 -99999    110    120     80     21     26     14     90    110     60     28     49     14
 113 202407100140  10000 -99999   2000 -99999   1100    236    218     90  10018  10010      1 -99999 -99999     70     90     50     19     25     13     60     60    360     23     49     13
 151 202407100140  10000 -99999   2000 -99999   1100    230    228     99  10054  10045     20 -99999 -99999    330    330    320     15     19      9    330    360    330      9     19      4
 167 202407100140  10000 -99999   2000 -99999   1200    261    243     89  10033  10023      0 -99999 -99999    200    220    180     52     67     31    190    210    160     60     86     31
